gender_encoded,absences_normalized,engagement_normalized,parental_support,academic_level_normalized,pass_fail,pass_fail_label
1,0.0,0.5369778479648941,1,0.7777777777777777,1,Pass
1,0.0,0.8690826857709988,1,0.7777777777777777,1,Pass
1,0.0,0.1494130337209757,0,0.7777777777777777,1,Pass
1,1.0,0.027182038109217425,0,0.7777777777777777,0,Fail
1,1.0,0.1302503598305167,0,1.0,0,Fail
0,1.0,0.21134034629916548,0,1.0,1,Pass
0,0.0,0.6692847610201619,1,1.0,1,Pass
0,0.0,0.5827364887038743,1,1.0,1,Pass
1,0.0,0.3428841733577574,0,0.4444444444444445,1,Pass
1,1.0,0.20759253992278973,1,0.4444444444444445,0,Fail
1,0.0,0.2194313119841628,1,0.4444444444444445,1,Pass
1,0.0,0.055001196672653345,0,0.4444444444444445,0,Fail
0,1.0,0.24826416167611076,0,0.4444444444444445,1,Pass
1,0.0,0.07141052899561043,0,0.4444444444444445,0,Fail
1,0.0,0.6391425326631968,1,0.4444444444444445,1,Pass
1,0.0,0.44410477946416915,1,0.6666666666666665,1,Pass
1,0.0,0.45985378715403397,1,0.6666666666666665,1,Pass
1,1.0,0.08656020589399402,0,0.8888888888888888,0,Fail
0,0.0,0.7684428471129692,0,0.4444444444444445,1,Pass
1,0.0,0.17509740782802918,0,0.4444444444444445,0,Fail
1,1.0,0.2535275324212102,0,0.0,0,Fail
1,1.0,0.20940578075763633,1,0.0,0,Fail
1,1.0,0.1580250989658229,0,0.0,1,Pass
1,1.0,0.5107239770106256,1,0.0,1,Pass
1,1.0,0.022906502407599304,0,0.0,0,Fail
1,0.0,0.4522627057796305,1,0.0,1,Pass
1,0.0,0.3957101440051341,0,0.0,0,Fail
0,0.0,0.12082946320778545,0,0.0,0,Fail
1,1.0,0.1838798580434634,1,0.0,0,Fail
1,1.0,0.1832493673546374,1,0.0,0,Fail
1,0.0,0.7028081697272979,1,0.0,1,Pass
0,0.0,0.4538405899430437,1,0.0,1,Pass
1,0.0,0.6322840403646637,1,0.0,1,Pass
0,1.0,0.4899264029743779,0,0.0,0,Fail
0,0.0,0.730268657983,0,0.0,1,Pass
0,0.0,0.419341942746672,1,0.0,1,Pass
0,0.0,0.126433603894059,0,0.0,1,Pass
0,0.0,0.09879013411352412,0,0.0,1,Pass
1,1.0,0.3038752967648734,0,0.0,1,Pass
1,0.0,0.7288432584236142,0,0.0,1,Pass
0,0.0,0.6399513640410808,1,0.0,1,Pass
0,1.0,0.0390506441148567,0,0.0,0,Fail
1,1.0,0.05221006544241418,0,0.0,0,Fail
1,1.0,0.04335866566689805,1,0.0,1,Pass
0,1.0,0.17721362894131268,1,0.0,0,Fail
0,0.0,0.21713277232258585,1,0.0,1,Pass
1,0.0,0.6706471778083188,0,0.0,1,Pass
1,1.0,0.07024700516922806,0,0.0,1,Pass
1,0.0,0.6043627834141834,0,0.0,1,Pass
0,0.0,0.7100942818936467,1,0.0,1,Pass
1,0.0,0.7853799087611688,0,0.0,1,Pass
1,1.0,0.1298784299919979,0,0.0,0,Fail
1,1.0,0.31032274360907186,0,0.0,0,Fail
1,1.0,0.14251409985354846,0,0.0,0,Fail
1,1.0,0.19445101896179198,1,0.0,0,Fail
0,1.0,0.566597650808931,1,0.0,1,Pass
0,0.0,0.2905660427394456,0,0.0,1,Pass
0,1.0,0.28058758284720575,1,0.0,1,Pass
1,0.0,0.5169625862449606,0,0.0,1,Pass
1,0.0,0.2071609421957385,1,0.0,1,Pass
1,1.0,0.0873803078730453,0,0.0,0,Fail
0,1.0,0.6424680229840707,1,0.0,1,Pass
0,0.0,0.5609908582165003,1,0.0,1,Pass
1,0.0,0.052308848946762326,0,0.0,0,Fail
1,1.0,0.1644924351061989,0,0.0,0,Fail
0,0.0,0.16256317337698367,1,0.0,1,Pass
1,1.0,0.30815481032572695,0,0.0,0,Fail
1,0.0,0.14108936327070193,0,0.0,0,Fail
1,0.0,0.5174995972417524,1,0.0,0,Fail
0,1.0,0.11957245968936897,0,0.0,0,Fail
1,0.0,0.5381247973777952,1,0.0,1,Pass
1,1.0,0.029436158342664727,0,0.0,0,Fail
1,1.0,0.37790458309051816,1,0.0,0,Fail
1,0.0,0.694388367678833,1,0.4444444444444445,1,Pass
0,0.0,0.8372531821216442,1,0.4444444444444445,1,Pass
0,0.0,0.8372531821216442,1,0.8888888888888888,1,Pass
0,0.0,0.6410054967384868,0,0.8888888888888888,1,Pass
0,0.0,0.9774926094690286,0,0.4444444444444445,1,Pass
1,0.0,0.9281008572949629,0,0.4444444444444445,1,Pass
1,1.0,0.2730203686282153,0,0.4444444444444445,0,Fail
1,1.0,0.3947819768501852,0,0.4444444444444445,0,Fail
1,0.0,0.4114498700234495,1,0.4444444444444445,1,Pass
1,0.0,0.7028081697272979,1,0.4444444444444445,1,Pass
1,1.0,0.1302815197278614,0,0.4444444444444445,0,Fail
1,0.0,0.6044158215373233,0,0.4444444444444445,1,Pass
0,0.0,0.8190412165884686,1,0.4444444444444445,1,Pass
0,0.0,0.41131727471559965,0,0.4444444444444445,1,Pass
0,0.0,0.5160344190900118,0,0.4444444444444445,1,Pass
0,0.0,0.8190412165884686,0,0.4444444444444445,1,Pass
1,0.0,0.7490839321668925,1,0.8888888888888888,1,Pass
1,0.0,0.6199314614853724,1,0.8888888888888888,1,Pass
0,0.0,0.9103993836970091,0,0.8888888888888888,1,Pass
1,1.0,0.3641133451210562,0,0.8888888888888888,0,Fail
1,1.0,0.5407037761154746,0,0.8888888888888888,1,Pass
1,0.0,0.7635964886110576,0,0.8888888888888888,1,Pass
0,0.0,0.5516428890130864,1,0.8888888888888888,1,Pass
1,0.0,0.5385159535359523,0,0.8888888888888888,1,Pass
1,1.0,0.35457443867433863,0,0.4444444444444445,0,Fail
0,0.0,0.6915919326362799,1,0.4444444444444445,1,Pass
0,0.0,0.7803777507725334,1,0.4444444444444445,1,Pass
1,0.0,0.7539846547450225,0,0.4444444444444445,1,Pass
0,0.0,0.6490341426287949,0,0.0,1,Pass
0,1.0,0.7481425054811587,0,0.0,1,Pass
1,1.0,0.6142510784970853,1,0.0,1,Pass
0,0.0,0.7380732178030417,1,0.0,1,Pass
1,0.0,0.6316847095731825,0,0.0,1,Pass
1,0.0,0.8230721139471039,1,0.0,1,Pass
1,0.0,0.47565914784973506,1,0.0,1,Pass
1,0.0,0.24048148008186432,0,0.0,1,Pass
1,0.0,0.575092369206331,1,0.0,1,Pass
1,0.0,0.47565914784973506,0,0.0,1,Pass
1,1.0,0.2714358546994098,0,0.0,0,Fail
1,1.0,0.3470151801738192,1,0.0,0,Fail
0,1.0,0.6072533611253099,0,0.0,1,Pass
1,1.0,0.17430316193400863,0,0.0,0,Fail
1,0.0,0.47565914784973506,0,0.0,1,Pass
0,0.0,0.41407194223618016,0,0.0,1,Pass
0,0.0,0.48561705546925804,0,0.0,1,Pass
1,0.0,0.40152511123088885,0,0.0,1,Pass
0,0.0,0.7529159365637529,0,0.0,1,Pass
1,1.0,0.45410578055874334,0,0.0,0,Fail
1,0.0,0.7598606158123884,0,0.5555555555555556,1,Pass
0,0.0,0.30634488437357665,0,0.5555555555555556,1,Pass
1,1.0,0.2311865490015905,0,0.5555555555555556,0,Fail
1,0.0,0.7338069637729729,1,0.5555555555555556,1,Pass
1,0.0,0.47743261009222665,1,0.5555555555555556,1,Pass
0,0.0,0.7045319087293458,1,0.5555555555555556,1,Pass
1,0.0,0.7365835095193486,1,0.5555555555555556,1,Pass
0,0.0,0.5555975440697081,0,0.5555555555555556,1,Pass
1,0.0,0.33239853641299194,0,0.5555555555555556,0,Fail
1,1.0,0.23009595259452553,1,0.5555555555555556,0,Fail
1,0.0,0.843998968408505,1,0.5555555555555556,1,Pass
1,0.0,0.7469962190447968,0,0.5555555555555556,1,Pass
1,0.0,0.6131889900812081,0,0.5555555555555556,1,Pass
1,0.0,0.34326604784436493,1,0.5555555555555556,1,Pass
1,0.0,0.7498874597324626,1,0.5555555555555556,1,Pass
1,0.0,0.7534284174285926,0,0.5555555555555556,1,Pass
1,1.0,0.33465530855259623,0,0.5555555555555556,0,Fail
1,0.0,0.4992843168258804,0,0.5555555555555556,1,Pass
1,0.0,0.6272188996047997,0,0.5555555555555556,1,Pass
0,0.0,0.5322342508265661,1,0.5555555555555556,1,Pass
1,0.0,0.18634613076947043,1,0.5555555555555556,1,Pass
0,0.0,0.4070821805828757,0,0.5555555555555556,1,Pass
1,1.0,0.1957630495329662,0,0.5555555555555556,0,Fail
0,1.0,0.5328819789054126,0,0.5555555555555556,1,Pass
1,0.0,0.42995155630427706,1,0.5555555555555556,1,Pass
1,0.0,0.23666074628617115,1,0.5555555555555556,1,Pass
1,0.0,0.3491081971082289,0,0.5555555555555556,1,Pass
1,0.0,0.7486132188240255,0,0.5555555555555556,1,Pass
1,0.0,0.5804870093062017,1,0.5555555555555556,1,Pass
1,0.0,0.36660414797901547,0,0.5555555555555556,1,Pass
1,0.0,0.6676419051559024,1,0.5555555555555556,1,Pass
1,1.0,0.2906867044695889,0,0.5555555555555556,0,Fail
1,1.0,0.22147858353736435,0,0.5555555555555556,0,Fail
1,1.0,0.19806755598339643,0,0.5555555555555556,0,Fail
1,1.0,0.4147428744939003,0,0.5555555555555556,1,Pass
0,0.0,0.6663159520774039,1,0.5555555555555556,1,Pass
1,0.0,0.7957017905007396,0,0.5555555555555556,1,Pass
1,0.0,0.5152700071402574,1,0.5555555555555556,1,Pass
1,0.0,0.5811831346724133,1,0.5555555555555556,1,Pass
1,0.0,0.5542351272815509,0,0.5555555555555556,1,Pass
1,0.0,0.6557249018628978,0,0.5555555555555556,1,Pass
1,0.0,0.7155983131224936,1,0.5555555555555556,1,Pass
1,0.0,0.7354644051210961,0,0.5555555555555556,1,Pass
1,0.0,0.6070690536473986,0,0.5555555555555556,1,Pass
1,0.0,0.23469502084729726,0,0.5555555555555556,0,Fail
1,0.0,0.043328831722631835,1,0.5555555555555556,0,Fail
1,1.0,0.8445810618099658,1,0.8888888888888888,1,Pass
1,1.0,0.1303776513260525,0,0.5555555555555556,0,Fail
1,1.0,0.3814110660066072,0,0.5555555555555556,1,Pass
1,1.0,0.13263442346565682,1,0.5555555555555556,0,Fail
1,1.0,0.42846118504404485,1,0.4444444444444445,1,Pass
0,1.0,0.5815842354786591,1,0.4444444444444445,1,Pass
1,1.0,0.5603689862226846,1,0.4444444444444445,1,Pass
1,1.0,0.15209477382223874,0,0.4444444444444445,0,Fail
1,1.0,0.23254034709473737,0,0.4444444444444445,0,Fail
1,1.0,0.7539846547450225,1,0.4444444444444445,1,Pass
0,1.0,0.7539846547450225,1,0.4444444444444445,1,Pass
1,0.0,0.9058195417638757,1,0.4444444444444445,1,Pass
1,0.0,0.907132235311589,0,0.4444444444444445,1,Pass
1,0.0,0.79774110633547,1,0.4444444444444445,1,Pass
1,1.0,0.17948233465862345,0,0.4444444444444445,0,Fail
1,1.0,0.2785906975109872,0,0.4444444444444445,1,Pass
1,0.0,0.8827996703680648,0,0.4444444444444445,1,Pass
0,0.0,0.5401601353532903,0,0.3333333333333333,1,Pass
0,0.0,0.8580109775655369,1,0.3333333333333333,1,Pass
0,1.0,0.8164138405634239,0,0.3333333333333333,1,Pass
0,1.0,0.3856998612390103,0,0.3333333333333333,0,Fail
1,1.0,0.7028313739061716,0,0.1111111111111111,1,Pass
1,0.0,0.21650493353991682,1,0.1111111111111111,1,Pass
1,1.0,0.399953193856329,0,0.1111111111111111,0,Fail
0,0.0,0.8451087911352082,0,0.1111111111111111,1,Pass
1,1.0,0.32365785371953043,0,0.1111111111111111,0,Fail
1,0.0,0.7411474400155402,1,0.1111111111111111,1,Pass
1,0.0,0.19240242145551195,1,0.1111111111111111,1,Pass
0,0.0,0.8199561242126325,0,0.1111111111111111,1,Pass
0,0.0,0.8245903302219846,0,0.1111111111111111,1,Pass
0,0.0,0.9596452810324401,1,0.1111111111111111,1,Pass
1,1.0,0.3870583001679319,0,0.1111111111111111,0,Fail
1,1.0,0.13551903438793012,0,0.1111111111111111,0,Fail
1,1.0,0.8219656061030969,0,0.1111111111111111,1,Pass
0,1.0,0.3346513306933607,1,0.1111111111111111,1,Pass
1,1.0,0.5614078704596881,0,0.1111111111111111,1,Pass
0,0.0,0.5861839667079701,0,0.3333333333333333,1,Pass
0,0.0,0.7785525763599803,0,0.3333333333333333,1,Pass
1,1.0,0.37568825251980803,1,0.3333333333333333,1,Pass
1,1.0,0.38748393110613,1,0.3333333333333333,1,Pass
1,1.0,0.09315483352990588,0,0.3333333333333333,1,Pass
1,1.0,0.2713682310924063,0,0.3333333333333333,1,Pass
0,0.0,0.7329802320285294,0,0.3333333333333333,1,Pass
0,0.0,0.6990371591720485,0,0.3333333333333333,1,Pass
1,0.0,0.23392596806176819,0,0.3333333333333333,1,Pass
1,0.0,0.19698491529480247,0,0.3333333333333333,1,Pass
0,0.0,0.895711138469943,1,0.3333333333333333,1,Pass
0,0.0,0.788405070709763,1,0.3333333333333333,1,Pass
1,0.0,0.3960436212043764,1,0.3333333333333333,1,Pass
1,0.0,0.5387957296355154,1,0.3333333333333333,1,Pass
1,0.0,0.5241373183527155,0,0.3333333333333333,1,Pass
1,0.0,0.5157108865388581,0,0.3333333333333333,1,Pass
1,0.0,0.6633570877827346,0,0.3333333333333333,1,Pass
1,0.0,0.6276226523172026,0,0.3333333333333333,1,Pass
0,0.0,0.9346941589777963,0,0.3333333333333333,1,Pass
0,0.0,0.9533914233377023,0,0.3333333333333333,1,Pass
1,1.0,0.39211084437355015,0,0.3333333333333333,1,Pass
1,1.0,0.4117024640849034,0,0.3333333333333333,1,Pass
0,0.0,0.7925891156489646,1,0.3333333333333333,1,Pass
0,0.0,0.8934477365649462,1,0.3333333333333333,1,Pass
1,0.0,0.7401609309251375,1,0.3333333333333333,1,Pass
1,0.0,0.8044060094845423,1,0.3333333333333333,1,Pass
0,1.0,0.432061147652168,0,0.1111111111111111,0,Fail
0,1.0,0.28305252962013433,0,0.1111111111111111,0,Fail
0,0.0,0.9013762729978275,1,0.1111111111111111,1,Pass
0,0.0,0.739856624693622,1,0.1111111111111111,1,Pass
1,1.0,0.9013762729978275,1,0.1111111111111111,1,Pass
1,1.0,0.739856624693622,1,0.1111111111111111,1,Pass
0,0.0,0.960983167688645,0,0.1111111111111111,1,Pass
0,0.0,0.8373208057286478,0,0.1111111111111111,1,Pass
1,1.0,0.23563379562687414,0,0.1111111111111111,1,Pass
1,1.0,0.27310125176600375,0,0.1111111111111111,1,Pass
1,1.0,0.13459086723298122,0,0.1111111111111111,0,Fail
1,1.0,0.22496252525111893,0,0.1111111111111111,0,Fail
0,0.0,0.18786169513819415,0,0.1111111111111111,1,Pass
0,0.0,0.3128002869362462,0,0.1111111111111111,1,Pass
0,0.0,0.34850356250443365,0,0.1111111111111111,1,Pass
0,0.0,0.4952646900684126,0,0.1111111111111111,1,Pass
1,0.0,0.7354498196372325,1,0.1111111111111111,1,Pass
1,0.0,0.754515035976422,1,0.1111111111111111,1,Pass
1,1.0,0.8385625607866615,1,0.1111111111111111,1,Pass
1,1.0,0.8735259545370468,1,0.1111111111111111,1,Pass
1,1.0,0.31244426853466933,0,0.1111111111111111,1,Pass
1,1.0,0.38554870258806145,0,0.1111111111111111,1,Pass
0,0.0,0.6151129479981092,1,0.1111111111111111,1,Pass
0,0.0,0.6567193666717717,1,0.1111111111111111,1,Pass
0,0.0,0.8714680753592172,1,0.1111111111111111,1,Pass
0,0.0,0.8851214142085155,1,0.1111111111111111,1,Pass
1,0.0,0.7149936785186983,1,0.0,1,Pass
1,0.0,0.6544572907198534,1,0.0,1,Pass
0,0.0,0.5343325715732898,1,0.0,1,Pass
0,0.0,0.532867393421549,1,0.0,1,Pass
0,1.0,0.5412275275814815,1,0.0,1,Pass
0,1.0,0.4885142629457771,1,0.0,1,Pass
1,1.0,0.13996097720089978,0,0.0,0,Fail
1,1.0,0.17491310035011787,0,0.0,0,Fail
1,0.0,0.2893388731652953,0,0.0,1,Pass
1,0.0,0.29182702411709754,0,0.0,1,Pass
1,1.0,0.13996097720089978,0,0.0,0,Fail
1,1.0,0.17491310035011787,0,0.0,0,Fail
0,0.0,0.8180997899027348,1,0.0,1,Pass
0,0.0,0.8433227323384708,1,0.0,1,Pass
1,1.0,0.34172462739061055,0,0.0,0,Fail
1,1.0,0.24595435141336652,0,0.0,0,Fail
0,0.0,0.4273613069654304,0,0.0,1,Pass
0,0.0,0.4453047670002101,0,0.0,1,Pass
1,1.0,0.07565225289372683,0,0.0,0,Fail
1,1.0,0.10379892186755187,0,0.0,0,Fail
0,0.0,0.5984490326840805,0,0.0,1,Pass
0,0.0,0.5689167427432246,0,0.0,1,Pass
0,0.0,0.606410054967385,0,0.0,1,Pass
0,0.0,0.5891401790964823,0,0.0,1,Pass
0,0.0,0.39196233762875826,0,0.0,1,Pass
0,0.0,0.356129118658878,0,0.0,1,Pass
1,0.0,0.6016114307762992,0,0.0,1,Pass
1,0.0,0.5383270052222662,0,0.0,1,Pass
0,0.0,0.41483370227977734,0,0.0,1,Pass
0,0.0,0.4088331016230328,0,0.0,1,Pass
0,0.0,0.44699469419875637,0,0.0,1,Pass
0,0.0,0.4409940935420118,0,0.0,1,Pass
1,1.0,0.09157031960110026,0,0.0,0,Fail
1,1.0,0.09405316674058854,0,0.0,0,Fail
1,1.0,0.07581468214584289,0,0.0,0,Fail
1,1.0,0.08894294357605567,0,0.0,0,Fail
0,0.0,0.4403556471347148,1,0.0,1,Pass
0,0.0,0.43516122594969736,1,0.0,1,Pass
1,0.0,0.5439258420962259,1,0.0,1,Pass
1,0.0,0.5589455755929165,1,0.0,1,Pass
1,0.0,0.5047452545796763,1,0.0,1,Pass
1,0.0,0.4592935719783684,1,0.0,1,Pass
0,0.0,0.687753298474027,1,0.0,1,Pass
0,0.0,0.6736007382906741,1,0.0,1,Pass
1,1.0,0.47052770943594613,1,0.0,1,Pass
1,1.0,0.514609019530626,1,0.0,1,Pass
1,0.0,0.7718969548824577,1,0.0,1,Pass
1,0.0,0.7313161609150137,1,0.0,1,Pass
1,0.0,0.6643555304508438,1,0.0,1,Pass
1,0.0,0.6007747543837667,1,0.0,1,Pass
1,1.0,0.32035689353060864,1,0.0,1,Pass
1,1.0,0.42842206942822914,1,0.0,1,Pass
0,0.0,0.7913937689486982,0,0.0,1,Pass
0,0.0,0.6815564567616647,0,0.0,1,Pass
1,0.0,0.23397105046643715,0,0.0,1,Pass
1,0.0,0.22407612561814277,0,0.0,1,Pass
0,1.0,0.3487322894104746,0,0.0,0,Fail
0,1.0,0.29254171282640823,0,0.0,0,Fail
1,1.0,0.25498740676063697,0,0.0,0,Fail
1,1.0,0.22407612561814277,0,0.0,0,Fail
1,1.0,0.590791653655752,0,0.0,1,Pass
1,1.0,0.6274622119947042,0,0.0,1,Pass
1,1.0,0.42935023658317806,0,0.0,0,Fail
1,1.0,0.4119815772079274,0,0.0,0,Fail
0,1.0,0.3497605660228502,0,0.0,0,Fail
0,1.0,0.3293070768104729,0,0.0,0,Fail
1,0.0,0.5845590112102703,1,0.0,1,Pass
1,0.0,0.6216532115578026,1,0.0,1,Pass
0,0.0,0.7251232970618868,1,0.0,1,Pass
0,0.0,0.7049621805033186,1,0.0,1,Pass
1,0.0,0.5900259157529193,1,0.0,1,Pass
1,0.0,0.5660626287417567,1,0.0,1,Pass
1,1.0,0.07597976330411596,0,0.0,0,Fail
1,1.0,0.027019608857101376,0,0.0,0,Fail
0,1.0,0.6686701817682779,1,0.4444444444444445,1,Pass
0,1.0,0.7109694109254556,1,0.4444444444444445,1,Pass
0,0.0,0.7393421548991647,1,0.4444444444444445,1,Pass
0,0.0,0.7459082745438887,1,0.4444444444444445,1,Pass
1,0.0,0.7346297176581813,1,0.4444444444444445,1,Pass
1,0.0,0.8104026322820516,1,0.4444444444444445,1,Pass
1,0.0,0.7425204644283253,0,0.4444444444444445,1,Pass
1,0.0,0.7979154691652927,0,0.4444444444444445,1,Pass
1,0.0,0.9320044631580623,1,0.4444444444444445,1,Pass
1,0.0,0.9526568453322142,1,0.4444444444444445,1,Pass
1,1.0,0.49172240641920395,0,0.4444444444444445,1,Pass
1,1.0,0.48621704923727865,0,0.4444444444444445,1,Pass
1,0.0,0.8619861848948752,0,0.4444444444444445,1,Pass
1,0.0,0.8088413225321196,0,0.4444444444444445,1,Pass
0,0.0,0.9149049722577468,1,0.4444444444444445,1,Pass
0,0.0,0.8920216740290211,1,0.4444444444444445,1,Pass
1,1.0,0.050984221821342414,0,0.4444444444444445,0,Fail
1,1.0,0.07501778434566533,0,0.4444444444444445,0,Fail
1,0.0,0.4983926133805903,0,0.4444444444444445,1,Pass
1,0.0,0.5394659989166963,0,0.4444444444444445,1,Pass
0,0.0,0.5776978670055803,0,0.4444444444444445,1,Pass
0,0.0,0.6090162157431736,0,0.4444444444444445,1,Pass
1,0.0,0.7579664918397534,1,0.4444444444444445,1,Pass
1,0.0,0.8336459267715893,1,0.4444444444444445,1,Pass
0,1.0,0.059210434720346546,0,0.4444444444444445,0,Fail
0,1.0,0.06918756865950783,0,0.4444444444444445,0,Fail
1,0.0,0.9422872292818175,1,0.4444444444444445,1,Pass
1,0.0,0.9526568453322142,1,0.4444444444444445,1,Pass
1,0.0,0.9101262373628385,1,0.4444444444444445,1,Pass
1,0.0,1.0,1,0.4444444444444445,1,Pass
0,0.0,0.6600475088988025,1,0.5555555555555556,1,Pass
0,0.0,0.717794091420487,1,0.5555555555555556,1,Pass
0,1.0,0.6396198757714561,1,0.5555555555555556,1,Pass
0,1.0,0.6319319998223224,1,0.5555555555555556,1,Pass
0,0.0,0.8764483551220573,1,0.5555555555555556,1,Pass
0,0.0,0.8331520092498487,1,0.5555555555555556,1,Pass
1,1.0,0.6681344967245645,1,0.5555555555555556,1,Pass
1,1.0,0.6975381692168059,1,0.5555555555555556,1,Pass
1,1.0,0.11748607252035172,0,0.5555555555555556,0,Fail
1,1.0,0.16001668048972753,0,0.5555555555555556,0,Fail
1,0.0,0.7353304838601676,0,0.5555555555555556,1,Pass
1,0.0,0.7367525685368572,0,0.5555555555555556,1,Pass
1,0.0,0.892263660465847,0,0.5555555555555556,1,Pass
1,0.0,0.9018052188187218,0,0.5555555555555556,1,Pass
1,1.0,0.726645491196003,1,0.5555555555555556,1,Pass
1,1.0,0.7477904649388174,1,0.5555555555555556,1,Pass
1,0.0,0.7326421139935123,1,0.5555555555555556,1,Pass
1,0.0,0.6894757115229964,1,0.5555555555555556,1,Pass
1,0.0,0.722763763558699,1,0.5555555555555556,1,Pass
1,0.0,0.7102931748554215,1,0.5555555555555556,1,Pass
1,0.0,0.7810785169745198,1,0.5555555555555556,1,Pass
1,0.0,0.7679190956469624,1,0.5555555555555556,1,Pass
1,1.0,0.7936618116894698,1,0.5555555555555556,1,Pass
1,1.0,0.7586241645666886,1,0.5555555555555556,1,Pass
1,1.0,0.6916999978121775,1,0.5555555555555556,0,Fail
1,1.0,0.7016095081443353,1,0.5555555555555556,0,Fail
1,0.0,0.8400091755953032,1,0.5555555555555556,1,Pass
1,0.0,0.8140828150514238,1,0.5555555555555556,1,Pass
1,0.0,0.9265342437327171,1,0.5555555555555556,1,Pass
1,0.0,0.8790611456632383,1,0.5555555555555556,1,Pass
0,0.0,0.4246132692102424,1,0.5555555555555556,1,Pass
0,0.0,0.4188480252249314,1,0.5555555555555556,1,Pass
0,1.0,0.49555838867529994,1,0.5555555555555556,1,Pass
0,1.0,0.4516719936831594,1,0.5555555555555556,1,Pass
0,0.0,0.718331765393818,1,0.5555555555555556,1,Pass
0,0.0,0.6541516585352595,1,0.5555555555555556,1,Pass
0,0.0,0.7363912463229665,1,0.5555555555555556,1,Pass
0,0.0,0.6962771878391539,1,0.5555555555555556,1,Pass
1,0.0,0.9285583111070449,1,0.5555555555555556,1,Pass
1,0.0,0.8975243793047896,1,0.5555555555555556,1,Pass
